<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.09.04	16:00:00	1927.26	1931.87	1916.27	1926.23	13513	0	5
2020.09.04	17:00:00	1926.23	1929.70	1918.64	1924.43	12436	0	5
2020.09.04	18:00:00	1924.42	1925.49	1917.19	1920.77	12334	0	5
2020.09.04	19:00:00	1920.77	1929.25	1918.68	1926.91	8413	0	5
2020.09.04	20:00:00	1926.95	1931.20	1923.64	1930.14	5719	0	5
2020.09.04	21:00:00	1930.22	1938.71	1928.70	1935.83	6642	0	5
2020.09.04	22:00:00	1935.83	1937.24	1933.23	1934.80	4430	0	5
2020.09.04	23:00:00	1934.82	1934.93	1931.47	1933.09	1197	0	5
2020.09.07	01:00:00	1932.07	1937.54	1932.07	1936.74	1653	0	5
2020.09.07	02:00:00	1936.62	1937.17	1933.90	1934.32	1190	0	18
2020.09.07	03:00:00	1934.32	1936.28	1933.02	1933.02	1238	0	5
2020.09.07	04:00:00	1933.02	1940.91	1931.98	1939.36	4683	0	5
2020.09.07	05:00:00	1939.36	1941.37	1936.88	1937.89	2973	0	5
2020.09.07	06:00:00	1937.89	1938.94	1934.81	1935.53	2157	0	5
2020.09.07	07:00:00	1935.51	1936.70	1933.98	1935.14	1968	0	12
2020.09.07	08:00:00	1935.14	1935.93	1927.83	1929.69	2608	0	5
2020.09.07	09:00:00	1929.69	1931.93	1928.31	1930.40	3904	0	5
2020.09.07	10:00:00	1930.35	1933.98	1928.16	1931.40	3888	0	5
2020.09.07	11:00:00	1931.40	1934.16	1930.29	1931.22	2687	0	5
2020.09.07	12:00:00	1931.23	1931.25	1926.64	1928.88	2359	0	5
2020.09.07	13:00:00	1928.75	1929.91	1924.44	1926.89	2657	0	5
2020.09.07	14:00:00	1926.86	1931.04	1926.62	1928.22	2224	0	5
2020.09.07	15:00:00	1928.22	1930.97	1927.22	1929.45	3025	0	5
2020.09.07	16:00:00	1929.45	1932.65	1927.69	1929.23	4684	0	5
2020.09.07	17:00:00	1929.23	1931.03	1924.45	1929.18	5309	0	5
2020.09.07	18:00:00	1929.29	1931.30	1927.32	1930.67	2986	0	5
2020.09.07	19:00:00	1930.67	1930.67	1927.86	1928.29	1633	0	7
2020.09.08	01:00:00	1929.54	1931.45	1928.44	1930.72	1041	0	8
2020.09.08	02:00:00	1930.80	1931.86	1929.06	1930.57	1091	0	6
2020.09.08	03:00:00	1930.58	1932.00	1925.36	1928.43	2340	0	5
2020.09.08	04:00:00	1928.43	1929.57	1924.73	1925.81	3377	0	5
2020.09.08	05:00:00	1925.76	1927.22	1924.87	1926.24	1856	0	5
2020.09.08	06:00:00	1926.24	1926.42	1922.73	1923.66	2230	0	5
2020.09.08	07:00:00	1923.63	1926.45	1923.33	1926.08	1575	0	5
2020.09.08	08:00:00	1926.11	1931.51	1925.14	1931.46	2601	0	5
2020.09.08	09:00:00	1931.51	1935.51	1930.34	1931.62	4952	0	5
2020.09.08	10:00:00	1931.62	1933.38	1929.46	1931.47	4720	0	5
2020.09.08	11:00:00	1931.48	1932.41	1923.31	1923.56	5305	0	5
2020.09.08	12:00:00	1923.56	1925.51	1917.06	1919.91	6594	0	5
2020.09.08	13:00:00	1919.91	1920.79	1911.06	1916.36	7321	0	5
2020.09.08	14:00:00	1916.37	1919.34	1907.89	1915.94	7094	0	5
2020.09.08	15:00:00	1915.94	1920.78	1911.54	1914.13	9327	0	5
2020.09.08	16:00:00	1914.11	1916.37	1906.54	1913.23	13447	0	5
2020.09.08	17:00:00	1913.23	1926.62	1910.01	1921.35	13738	0	5
2020.09.08	18:00:00	1921.28	1929.13	1919.61	1927.69	10578	0	5
2020.09.08	19:00:00	1927.69	1939.18	1926.77	1938.97	8771	0	5
2020.09.08	20:00:00	1938.99	1940.84	1935.35	1939.92	6359	0	5
2020.09.08	21:00:00	1939.92	1940.37	1930.23	1931.79	5486	0	5
2020.09.08	22:00:00	1931.78	1934.15	1928.02	1930.87	5562	0	5
2020.09.08	23:00:00	1930.83	1932.90	1927.85	1931.51	2148	0	5
2020.09.09	01:00:00	1931.59	1932.73	1929.88	1930.85	1085	0	5
2020.09.09	02:00:00	1930.84	1931.60	1929.80	1930.28	1007	0	5
2020.09.09	03:00:00	1930.30	1930.80	1928.29	1928.77	2521	0	5
2020.09.09	04:00:00	1928.52	1929.51	1923.11	1928.39	4991	0	5
2020.09.09	05:00:00	1928.44	1928.88	1924.49	1925.80	2854	0	5
2020.09.09	06:00:00	1925.80	1930.20	1925.55	1930.12	2373	0	5
2020.09.09	07:00:00	1930.09	1930.33	1929.15	1929.36	1242	0	5
2020.09.09	08:00:00	1929.34	1934.49	1927.94	1928.10	3175	0	5
2020.09.09	09:00:00	1928.03	1928.96	1923.99	1927.01	5560	0	5
2020.09.09	10:00:00	1927.01	1933.80	1926.12	1931.92	5130	0	5
2020.09.09	11:00:00	1931.92	1934.26	1926.93	1931.71	5547	0	5
2020.09.09	12:00:00	1931.75	1932.14	1927.28	1929.14	3769	0	5
2020.09.09	13:00:00	1929.15	1929.15	1921.04	1922.50	4334	0	5
2020.09.09	14:00:00	1922.50	1926.04	1919.95	1925.84	5728	0	5
2020.09.09	15:00:00	1925.84	1937.75	1924.72	1935.92	7904	0	5
2020.09.09	16:00:00	1935.93	1948.37	1934.81	1947.39	11961	0	5
2020.09.09	17:00:00	1947.39	1949.05	1940.98	1945.60	10816	0	5
2020.09.09	18:00:00	1945.60	1947.56	1942.74	1943.51	7304	0	5
2020.09.09	19:00:00	1943.50	1949.04	1943.19	1948.39	5228	0	5
2020.09.09	20:00:00	1948.40	1949.04	1945.50	1946.07	4902	0	5
2020.09.09	21:00:00	1946.07	1949.91	1944.56	1949.66	3587	0	5
2020.09.09	22:00:00	1949.65	1950.84	1947.82	1948.38	4570	0	5
2020.09.09	23:00:00	1948.38	1949.02	1946.17	1947.37	1341	0	5
2020.09.10	01:00:00	1946.30	1947.19	1944.27	1946.43	1241	0	5
2020.09.10	02:00:00	1946.46	1950.15	1946.44	1947.44	1508	0	5
2020.09.10	03:00:00	1947.43	1947.83	1945.39	1946.77	2094	0	5
2020.09.10	04:00:00	1946.77	1950.90	1944.69	1945.77	4894	0	5
2020.09.10	05:00:00	1945.77	1947.52	1943.62	1946.86	2714	0	5
2020.09.10	06:00:00	1946.86	1947.16	1944.96	1946.60	1737	0	5
2020.09.10	07:00:00	1946.57	1947.37	1944.61	1946.53	1803	0	5
2020.09.10	08:00:00	1946.53	1948.78	1946.15	1947.77	2828	0	5
2020.09.10	09:00:00	1947.77	1949.25	1942.73	1944.07	4883	0	5
2020.09.10	10:00:00	1944.01	1946.98	1942.35	1944.21	4895	0	5
2020.09.10	11:00:00	1944.21	1948.23	1942.81	1946.25	4358	0	5
2020.09.10	12:00:00	1946.25	1949.98	1944.72	1949.09	4278	0	5
2020.09.10	13:00:00	1949.08	1951.02	1948.58	1950.15	4152	0	5
2020.09.10	14:00:00	1950.15	1952.53	1946.03	1947.44	5396	0	5
2020.09.10	15:00:00	1947.46	1958.32	1945.09	1956.22	10490	0	5
2020.09.10	16:00:00	1956.17	1964.69	1955.88	1962.59	12308	0	5
2020.09.10	17:00:00	1962.54	1966.53	1953.34	1955.25	11452	0	5
2020.09.10	18:00:00	1955.25	1961.78	1953.94	1959.15	8923	0	5
2020.09.10	19:00:00	1959.14	1960.56	1951.07	1954.01	8674	0	5
2020.09.10	20:00:00	1954.01	1957.88	1953.40	1956.29	6866	0	5
2020.09.10	21:00:00	1956.29	1956.87	1947.09	1950.32	9393	0	5
2020.09.10	22:00:00	1950.34	1951.17	1941.35	1942.79	8711	0	5
2020.09.10	23:00:00	1942.65	1946.06	1941.78	1946.01	1479	0	5
2020.09.11	01:00:00	1946.32	1947.09	1945.10	1945.36	1098	0	5
2020.09.11	02:00:00	1945.33	1946.14	1943.68	1944.00	1582	0	5
2020.09.11	03:00:00	1944.00	1949.27	1943.08	1948.99	3285	0	5
2020.09.11	04:00:00	1949.01	1949.38	1944.41	1945.90	5223	0	5
2020.09.11	05:00:00	1945.82	1947.56	1938.59	1940.54	4193	0	5
2020.09.11	06:00:00	1940.51	1941.28	1937.12	1940.55	3898	0	5
2020.09.11	07:00:00	1940.55	1941.68	1938.54	1940.16	2000	0	5
2020.09.11	08:00:00	1940.16	1943.25	1937.79	1942.30	3204	0	5
2020.09.11	09:00:00	1942.24	1944.79	1940.24	1944.79	4888	0	5
2020.09.11	10:00:00	1944.76	1945.07	1940.23	1941.39	4925	0	5
2020.09.11	11:00:00	1941.35	1946.23	1941.05	1945.25	5270	0	5
2020.09.11	12:00:00	1945.25	1947.19	1943.95	1946.70	4401	0	5
2020.09.11	13:00:00	1946.72	1946.79	1944.07	1946.58	4017	0	5
2020.09.11	14:00:00	1946.62	1948.20	1944.07	1944.68	4391	0	5
2020.09.11	15:00:00	1944.66	1946.79	1941.55	1945.85	7097	0	5
2020.09.11	16:00:00	1945.85	1954.80	1943.02	1951.54	10647	0	5
2020.09.11	17:00:00	1951.53	1952.66	1946.73	1948.99	11148	0	5
2020.09.11	18:00:00	1948.99	1950.23	1947.22	1949.94	7757	0	5
2020.09.11	19:00:00	1949.94	1950.00	1942.33	1942.69	6553	0	5
2020.09.11	20:00:00	1942.69	1944.02	1938.28	1939.80	8198	0	5
2020.09.11	21:00:00	1939.79	1943.14	1939.53	1940.97	5808	0	5
2020.09.11	22:00:00	1940.97	1943.04	1939.83	1942.31	5323	0	5
2020.09.11	23:00:00	1942.34	1942.77	1940.33	1940.48	801	0	6
2020.09.14	01:00:00	1937.74	1942.68	1937.36	1941.55	1853	0	5
2020.09.14	02:00:00	1941.55	1943.24	1941.22	1942.81	1243	0	5
2020.09.14	03:00:00	1942.86	1943.32	1939.99	1940.22	1612	0	5
2020.09.14	04:00:00	1940.20	1948.62	1940.20	1948.60	4973	0	5
2020.09.14	05:00:00	1948.53	1950.65	1947.85	1950.01	3306	0	5
2020.09.14	06:00:00	1950.01	1951.75	1948.70	1949.10	2078	0	5
2020.09.14	07:00:00	1949.15	1949.38	1945.50	1946.53	1683	0	5
2020.09.14	08:00:00	1946.53	1948.00	1944.92	1947.55	2944	0	5
2020.09.14	09:00:00	1947.55	1949.15	1943.29	1944.65	3856	0	5
2020.09.14	10:00:00	1944.65	1947.71	1944.65	1945.50	3801	0	5
2020.09.14	11:00:00	1945.50	1947.21	1944.53	1945.94	3139	0	5
2020.09.14	12:00:00	1945.94	1946.94	1940.68	1941.74	3921	0	5
2020.09.14	13:00:00	1941.74	1945.36	1941.07	1944.62	3351	0	5
2020.09.14	14:00:00	1944.64	1945.07	1939.94	1944.11	4252	0	5
2020.09.14	15:00:00	1944.12	1956.31	1944.02	1956.14	7838	0	5
2020.09.14	16:00:00	1956.11	1959.45	1953.70	1958.38	9780	0	5
2020.09.14	17:00:00	1958.37	1960.11	1956.55	1958.37	9032	0	5
2020.09.14	18:00:00	1958.44	1962.56	1958.27	1958.62	6722	0	5
2020.09.14	19:00:00	1958.62	1959.10	1955.05	1956.29	4466	0	5
2020.09.14	20:00:00	1956.29	1956.53	1953.16	1955.28	4506	0	5
2020.09.14	21:00:00	1955.28	1957.03	1954.38	1956.88	4109	0	5
2020.09.14	22:00:00	1956.88	1959.18	1956.70	1957.74	5203	0	5
2020.09.14	23:00:00	1957.62	1958.76	1956.16	1956.52	1172	0	5
2020.09.15	01:00:00	1957.68	1957.70	1956.39	1957.14	895	0	5
2020.09.15	02:00:00	1957.15	1957.77	1956.46	1957.28	697	0	5
2020.09.15	03:00:00	1957.28	1958.03	1955.14	1956.27	1893	0	5
2020.09.15	04:00:00	1956.27	1962.65	1955.30	1961.27	4176	0	5
2020.09.15	05:00:00	1961.27	1965.93	1960.96	1963.09	4141	0	5
2020.09.15	06:00:00	1963.18	1967.07	1963.10	1964.68	2761	0	5
2020.09.15	07:00:00	1964.68	1966.24	1963.72	1965.86	1469	0	5
2020.09.15	08:00:00	1965.86	1969.27	1965.86	1967.53	2653	0	5
2020.09.15	09:00:00	1967.68	1967.99	1961.77	1963.21	4380	0	5
2020.09.15	10:00:00	1963.20	1965.79	1960.28	1962.04	4560	0	5
2020.09.15	11:00:00	1962.04	1964.01	1961.78	1963.77	3304	0	5
2020.09.15	12:00:00	1963.78	1966.21	1962.71	1964.42	3755	0	5
2020.09.15	13:00:00	1964.42	1971.57	1964.24	1970.72	4088	0	5
2020.09.15	14:00:00	1970.65	1972.21	1966.96	1968.06	4489	0	5
2020.09.15	15:00:00	1968.14	1970.60	1964.83	1967.40	7452	0	5
2020.09.15	16:00:00	1967.41	1969.59	1953.53	1956.10	10897	0	5
2020.09.15	17:00:00	1956.10	1956.25	1948.29	1952.87	12036	0	5
2020.09.15	18:00:00	1952.87	1954.01	1950.60	1951.83	7302	0	5
2020.09.15	19:00:00	1951.82	1958.27	1951.64	1958.08	5538	0	5
2020.09.15	20:00:00	1958.09	1958.94	1954.14	1954.49	5251	0	5
2020.09.15	21:00:00	1954.49	1956.40	1953.06	1956.35	4116	0	5
2020.09.15	22:00:00	1956.35	1956.50	1951.47	1953.56	4355	0	5
2020.09.15	23:00:00	1953.66	1954.90	1952.90	1953.34	1306	0	5
2020.09.16	01:00:00	1954.52	1955.97	1954.04	1954.83	961	0	5
2020.09.16	02:00:00	1954.74	1955.21	1952.88	1953.86	1009	0	5
2020.09.16	03:00:00	1953.86	1954.81	1951.65	1952.99	2524	0	5
2020.09.16	04:00:00	1952.98	1956.53	1949.87	1956.19	4224	0	5
2020.09.16	05:00:00	1956.13	1959.88	1956.13	1958.10	2771	0	5
2020.09.16	06:00:00	1958.10	1960.16	1957.70	1959.42	2250	0	5
2020.09.16	07:00:00	1959.42	1961.58	1959.30	1959.72	1549	0	5
2020.09.16	08:00:00	1959.74	1963.10	1958.87	1959.66	2480	0	5
2020.09.16	09:00:00	1959.79	1961.64	1957.09	1961.48	3886	0	5
2020.09.16	10:00:00	1961.48	1966.19	1960.85	1964.48	5018	0	5
2020.09.16	11:00:00	1964.48	1968.73	1963.59	1965.32	4432	0	5
2020.09.16	12:00:00	1965.32	1966.40	1963.71	1964.60	3660	0	5
2020.09.16	13:00:00	1964.56	1967.37	1963.75	1965.91	4273	0	5
2020.09.16	14:00:00	1965.91	1966.22	1961.62	1963.27	4566	0	5
2020.09.16	15:00:00	1963.27	1970.62	1963.04	1967.62	7971	0	5
2020.09.16	16:00:00	1967.63	1973.64	1962.63	1963.60	10266	0	5
2020.09.16	17:00:00	1963.60	1966.44	1956.60	1964.64	11102	0	5
2020.09.16	18:00:00	1964.71	1970.04	1963.90	1966.95	7621	0	5
2020.09.16	19:00:00	1966.91	1967.41	1963.60	1965.31	4823	0	5
2020.09.16	20:00:00	1965.31	1965.64	1960.07	1962.54	4890	0	5
2020.09.16	21:00:00	1962.57	1970.09	1952.70	1958.13	14435	0	5
2020.09.16	22:00:00	1958.23	1960.93	1953.59	1958.42	8186	0	5
2020.09.16	23:00:00	1958.42	1959.74	1957.47	1959.15	1204	0	5
2020.09.17	01:00:00	1959.47	1960.25	1958.34	1959.32	1092	0	5
2020.09.17	02:00:00	1959.18	1960.96	1958.30	1959.91	1446	0	5
2020.09.17	03:00:00	1959.91	1960.13	1954.33	1957.27	4124	0	5
2020.09.17	04:00:00	1957.27	1959.60	1946.68	1946.68	6696	0	5
2020.09.17	05:00:00	1946.74	1948.80	1942.64	1946.89	6088	0	5
2020.09.17	06:00:00	1946.87	1946.87	1937.80	1939.71	5110	0	5
2020.09.17	07:00:00	1939.61	1941.58	1937.80	1940.46	2310	0	5
2020.09.17	08:00:00	1940.43	1946.91	1939.26	1943.99	4107	0	5
2020.09.17	09:00:00	1943.99	1947.36	1940.76	1944.77	5607	0	5
2020.09.17	10:00:00	1944.78	1946.71	1943.28	1944.72	5680	0	5
2020.09.17	11:00:00	1944.74	1945.83	1941.63	1944.87	4562	0	5
2020.09.17	12:00:00	1944.88	1945.36	1936.97	1941.37	4953	0	5
2020.09.17	13:00:00	1941.34	1943.52	1939.99	1941.64	3760	0	5
2020.09.17	14:00:00	1941.54	1948.80	1940.20	1948.02	5859	0	5
2020.09.17	15:00:00	1948.02	1948.12	1941.02	1943.11	7728	0	5
2020.09.17	16:00:00	1943.07	1944.70	1932.87	1940.17	12238	0	5
2020.09.17	17:00:00	1940.25	1946.52	1937.73	1944.22	10635	0	5
2020.09.17	18:00:00	1944.11	1949.47	1942.75	1943.85	7506	0	5
2020.09.17	19:00:00	1943.83	1946.49	1942.14	1944.73	5826	0	5
2020.09.17	20:00:00	1944.85	1945.60	1942.72	1944.18	3235	0	5
2020.09.17	21:00:00	1944.18	1946.69	1943.27	1944.51	2857	0	5
2020.09.17	22:00:00	1944.50	1948.46	1943.16	1948.17	3630	0	5
2020.09.17	23:00:00	1948.05	1949.02	1943.86	1944.20	1017	0	5
2020.09.18	01:00:00	1944.43	1946.34	1943.93	1946.07	1310	0	5
2020.09.18	02:00:00	1946.07	1948.29	1945.92	1947.16	1124	0	5
2020.09.18	03:00:00	1947.16	1951.87	1946.82	1951.03	2960	0	5
2020.09.18	04:00:00	1951.06	1955.54	1949.58	1952.51	5045	0	5
2020.09.18	05:00:00	1952.53	1953.09	1950.77	1952.00	2771	0	5
2020.09.18	06:00:00	1952.08	1953.82	1951.51	1952.03	1999	0	5
2020.09.18	07:00:00	1952.03	1952.97	1951.01	1951.98	1225	0	5
2020.09.18	08:00:00	1951.92	1954.39	1951.69	1954.29	2388	0	5
2020.09.18	09:00:00	1954.29	1955.05	1950.69	1954.11	4807	0	5
2020.09.18	10:00:00	1954.11	1955.21	1951.91	1953.85	4741	0	5
2020.09.18	11:00:00	1953.83	1956.15	1953.42	1955.42	4304	0	5
2020.09.18	12:00:00	1955.42	1956.05	1953.73	1954.54	4077	0	5
2020.09.18	13:00:00	1954.54	1955.17	1951.18	1951.61	3471	0	5
2020.09.18	14:00:00	1951.60	1953.92	1948.88	1950.83	5118	0	5
2020.09.18	15:00:00	1950.82	1952.44	1946.89	1951.46	7224	0	5
2020.09.18	16:00:00	1951.38	1952.87	1945.13	1946.71	10020	0	5
2020.09.18	17:00:00	1946.71	1955.25	1945.91	1954.42	9859	0	5
2020.09.18	18:00:00	1954.41	1955.60	1951.20	1952.71	7629	0	5
2020.09.18	19:00:00	1952.73	1959.88	1952.70	1958.86	6419	0	5
2020.09.18	20:00:00	1958.83	1960.10	1951.90	1954.50	7605	0	5
2020.09.18	21:00:00	1954.50	1954.80	1950.31	1951.49	5099	0	5
2020.09.18	22:00:00	1951.49	1951.98	1949.61	1950.74	4029	0	5
2020.09.18	23:00:00	1950.64	1951.57	1948.82	1950.42	957	0	5
2020.09.21	01:00:00	1949.75	1950.45	1946.43	1950.06	1756	0	5
2020.09.21	02:00:00	1950.17	1951.11	1948.00	1948.49	1510	0	5
2020.09.21	03:00:00	1948.46	1951.61	1947.03	1950.88	2399	0	5
2020.09.21	04:00:00	1950.88	1955.62	1950.33	1951.13	4686	0	5
2020.09.21	05:00:00	1951.17	1954.43	1951.17	1952.55	2699	0	5
2020.09.21	06:00:00	1952.55	1954.74	1951.61	1953.24	2491	0	5
2020.09.21	07:00:00	1953.23	1954.91	1953.15	1953.39	1189	0	5
2020.09.21	08:00:00	1953.39	1953.89	1950.66	1952.28	2562	0	5
2020.09.21	09:00:00	1952.28	1952.56	1949.24	1950.84	4915	0	5
2020.09.21	10:00:00	1950.84	1954.75	1947.74	1948.17	6707	0	5
2020.09.21	11:00:00	1948.20	1948.58	1934.83	1939.03	8319	0	5
2020.09.21	12:00:00	1939.01	1939.01	1928.37	1931.70	6753	0	5
2020.09.21	13:00:00	1931.71	1934.18	1928.49	1931.71	5679	0	5
2020.09.21	14:00:00	1931.60	1933.06	1929.04	1933.04	5087	0	5
2020.09.21	15:00:00	1933.04	1934.56	1919.36	1922.03	10782	0	5
2020.09.21	16:00:00	1922.06	1923.93	1911.68	1912.27	14431	0	5
2020.09.21	17:00:00	1912.36	1915.03	1882.71	1896.76	18729	0	5
2020.09.21	18:00:00	1896.94	1905.13	1886.37	1899.91	13570	0	5
2020.09.21	19:00:00	1899.91	1906.58	1898.98	1902.72	8751	0	5
2020.09.21	20:00:00	1902.73	1909.66	1901.38	1909.36	6278	0	5
2020.09.21	21:00:00	1909.39	1910.15	1904.80	1908.43	5186	0	5
2020.09.21	22:00:00	1908.43	1911.99	1908.18	1911.16	4816	0	5
2020.09.21	23:00:00	1911.09	1913.46	1910.37	1911.92	1444	0	5
2020.09.22	01:00:00	1914.34	1914.39	1912.08	1913.27	1005	0	5
2020.09.22	02:00:00	1913.27	1918.19	1913.00	1917.15	1874	0	5
2020.09.22	03:00:00	1917.15	1920.03	1914.34	1918.04	3661	0	5
2020.09.22	04:00:00	1918.04	1918.75	1907.16	1911.56	7242	0	5
2020.09.22	05:00:00	1911.56	1912.72	1906.66	1908.98	4467	0	5
2020.09.22	06:00:00	1908.98	1912.86	1907.96	1911.65	3217	0	5
2020.09.22	07:00:00	1911.69	1916.26	1910.33	1915.92	2792	0	5
2020.09.22	08:00:00	1915.94	1916.17	1908.63	1910.68	4092	0	5
2020.09.22	09:00:00	1910.66	1914.69	1898.50	1906.31	9229	0	5
2020.09.22	10:00:00	1906.31	1909.71	1894.64	1900.04	8958	0	5
2020.09.22	11:00:00	1900.06	1906.89	1899.99	1903.65	7502	0	5
2020.09.22	12:00:00	1903.65	1905.50	1902.88	1903.62	5096	0	5
2020.09.22	13:00:00	1903.62	1908.12	1902.72	1906.93	5437	0	5
2020.09.22	14:00:00	1906.93	1907.82	1903.08	1906.32	6687	0	5
2020.09.22	15:00:00	1906.27	1912.62	1902.71	1912.32	8987	0	5
2020.09.22	16:00:00	1912.33	1917.55	1905.58	1905.65	11558	0	5
2020.09.22	17:00:00	1905.64	1916.20	1900.33	1900.54	13457	0	5
2020.09.22	18:00:00	1900.67	1906.06	1896.69	1899.85	11418	0	5
2020.09.22	19:00:00	1899.85	1904.37	1898.45	1899.24	7386	0	5
2020.09.22	20:00:00	1899.24	1905.83	1899.11	1904.15	5120	0	5
2020.09.22	21:00:00	1904.15	1907.09	1903.07	1904.38	4266	0	5
2020.09.22	22:00:00	1904.50	1905.61	1901.10	1902.46	3694	0	5
2020.09.22	23:00:00	1902.46	1902.80	1900.02	1900.34	983	0	5
2020.09.23	01:00:00	1900.62	1901.55	1897.99	1898.59	1691	0	5
2020.09.23	02:00:00	1898.92	1905.04	1897.76	1904.25	2200	0	5
2020.09.23	03:00:00	1904.25	1905.39	1900.39	1902.69	4016	0	5
2020.09.23	04:00:00	1902.68	1904.58	1899.01	1903.04	5631	0	5
2020.09.23	05:00:00	1903.04	1905.05	1899.03	1899.92	4336	0	5
2020.09.23	06:00:00	1900.02	1900.17	1892.76	1893.10	5106	0	5
2020.09.23	07:00:00	1893.10	1893.13	1882.27	1887.55	7362	0	5
2020.09.23	08:00:00	1887.55	1890.13	1884.19	1885.17	6153	0	5
2020.09.23	09:00:00	1885.25	1885.46	1874.43	1881.37	10112	0	5
2020.09.23	10:00:00	1881.37	1883.27	1874.72	1877.50	8526	0	5
2020.09.23	11:00:00	1877.62	1881.73	1873.16	1881.43	8275	0	5
2020.09.23	12:00:00	1881.37	1891.29	1881.16	1888.84	7553	0	5
2020.09.23	13:00:00	1888.81	1894.98	1886.19	1892.15	5661	0	5
2020.09.23	14:00:00	1892.15	1893.61	1882.32	1883.46	6447	0	5
2020.09.23	15:00:00	1883.51	1885.37	1877.63	1881.75	10184	0	5
2020.09.23	16:00:00	1881.72	1887.89	1877.35	1877.83	12635	0	5
2020.09.23	17:00:00	1877.82	1877.82	1864.59	1865.56	15229	0	5
2020.09.23	18:00:00	1865.64	1872.25	1864.00	1864.22	12273	0	5
2020.09.23	19:00:00	1864.22	1868.56	1862.32	1866.43	10739	0	5
2020.09.23	20:00:00	1866.45	1866.81	1862.20	1862.43	8039	0	5
2020.09.23	21:00:00	1862.43	1867.91	1860.83	1863.13	8384	0	5
2020.09.23	22:00:00	1863.13	1864.37	1855.67	1862.10	8166	0	5
2020.09.23	23:00:00	1862.12	1862.94	1859.17	1862.74	1721	0	5
2020.09.24	01:00:00	1863.96	1864.22	1855.14	1858.62	2220	0	5
2020.09.24	02:00:00	1858.62	1860.51	1853.77	1855.02	3942	0	5
2020.09.24	03:00:00	1855.02	1861.59	1854.79	1861.53	5085	0	5
2020.09.24	04:00:00	1861.61	1868.88	1859.78	1861.96	8207	0	5
2020.09.24	05:00:00	1861.97	1865.04	1858.03	1860.05	5877	0	5
2020.09.24	06:00:00	1860.05	1860.95	1854.72	1856.13	4927	0	5
2020.09.24	07:00:00	1856.02	1858.32	1850.61	1851.73	4195	0	5
2020.09.24	08:00:00	1851.73	1856.00	1848.89	1851.64	6290	0	5
2020.09.24	09:00:00	1851.64	1855.77	1848.91	1852.99	8081	0	5
2020.09.24	10:00:00	1852.99	1861.12	1852.60	1860.80	9885	0	5
2020.09.24	11:00:00	1860.80	1861.41	1852.53	1853.78	7651	0	5
2020.09.24	12:00:00	1853.80	1854.92	1848.75	1852.23	7524	0	5
2020.09.24	13:00:00	1852.23	1857.52	1852.17	1857.17	7726	0	5
2020.09.24	14:00:00	1857.19	1859.59	1854.77	1858.27	7843	0	5
2020.09.24	15:00:00	1858.23	1861.56	1851.78	1855.48	11899	0	5
2020.09.24	16:00:00	1855.54	1861.24	1850.92	1860.63	14398	0	5
2020.09.24	17:00:00	1860.65	1864.02	1854.06	1860.33	14576	0	5
2020.09.24	18:00:00	1860.33	1871.00	1858.39	1870.98	13374	0	5
2020.09.24	19:00:00	1870.98	1873.26	1867.83	1870.57	10768	0	5
2020.09.24	20:00:00	1870.57	1877.15	1869.62	1872.81	10233	0	5
2020.09.24	21:00:00	1872.79	1874.12	1861.84	1862.39	9438	0	5
2020.09.24	22:00:00	1862.39	1869.53	1861.67	1868.61	9103	0	5
2020.09.24	23:00:00	1868.78	1871.37	1867.89	1868.66	2124	0	5
2020.09.25	01:00:00	1869.77	1871.35	1867.36	1867.55	1359	0	5
2020.09.25	02:00:00	1867.55	1869.38	1866.46	1867.75	1342	0	5
2020.09.25	03:00:00	1867.78	1869.28	1864.88	1867.88	3209	0	5
2020.09.25	04:00:00	1867.89	1869.74	1861.81	1863.91	6429	0	5
2020.09.25	05:00:00	1863.92	1869.01	1863.29	1867.48	4068	0	5
2020.09.25	06:00:00	1867.50	1870.81	1867.50	1869.20	2967	0	5
2020.09.25	07:00:00	1869.20	1873.39	1868.60	1873.00	2606	0	5
2020.09.25	08:00:00	1872.98	1874.00	1866.65	1867.02	4248	0	5
2020.09.25	09:00:00	1867.03	1873.78	1866.08	1873.69	5666	0	5
2020.09.25	10:00:00	1873.69	1875.18	1868.87	1873.42	7814	0	5
2020.09.25	11:00:00	1873.49	1873.85	1869.17	1871.25	6365	0	5
2020.09.25	12:00:00	1871.25	1872.76	1864.42	1866.23	7134	0	5
2020.09.25	13:00:00	1866.26	1866.29	1854.20	1855.25	8461	0	5
2020.09.25	14:00:00	1855.25	1860.50	1852.81	1858.69	9377	0	5
2020.09.25	15:00:00	1858.63	1862.22	1855.01	1860.70	9124	0	5
2020.09.25	16:00:00	1860.71	1864.29	1856.91	1863.24	12059	0	5
2020.09.25	17:00:00	1863.17	1865.22	1852.37	1862.54	14085	0	5
2020.09.25	18:00:00	1862.64	1865.84	1859.70	1859.98	9583	0	5
2020.09.25	19:00:00	1860.05	1863.02	1858.21	1862.06	7205	0	5
2020.09.25	20:00:00	1862.11	1865.71	1860.47	1864.88	6125	0	5
2020.09.25	21:00:00	1864.88	1866.60	1863.58	1864.81	5748	0	5
2020.09.25	22:00:00	1864.79	1866.89	1861.98	1862.86	6975	0	5
